"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"Clarion","PA",,"42","031",1155,129000,131950,131950,134950,139900,135000,129250,129700,130000,139900,137400,129950,127750,125000,125000,124900,126000,126000,132450,139900,138500,138500,129000,132500,138000,138000,132500,129000,124950,116950,114900,124450,129500,124900,124950,124900,125000,123000,119000,120000,117500,119000,119000,119000,121900,119900,118450,115000,110000,109900,110000,115000,114950,109500,109900,109900,106450,105000,99900,99000,99900,108950,108950,113950,109750,115000,111000,113500,110000,109500,117500,109500,109250,104450,114950,114900,115900,119500,121250,117500,115000,109900,109500,109900,109500,109500,109250,109950,109900,109900,109000,104900
"Warren","TN","McMinnville","47","177",1156,131200,139900,118200,119900,119900,125000,129450,139200,135000,135000,139000,136500,134500,125000,122900,125000,124300,122500,126250,119900,129000,128000,128750,128750,119900,128000,119900,127500,124900,115700,117200,118900,119500,117000,122500,124900,129500,129000,125000,126250,129000,129900,129000,119900,119900,119900,118900,119500,116450,119500,117500,119650,119900,119850,119900,123900,129500,137000,135000,138450,136000,135000,139900,134900,136500,129900,130000,129500,129500,124950,127900,132200,132200,119900,112250,107000,110000,123000,126000,122000,124900,123000,117750,119900,125000,128750,119000,119500,129900,128000,128000,129900
"Knox","ME",,"23","013",1157,260000,259000,249750,262000,265000,269450,269000,264500,269000,265775,259900,269000,269000,269000,279000,269950,274000,268750,265000,260000,255000,256500,260000,250000,249000,242000,259000,259000,259000,250000,259000,269000,269000,249000,250000,259000,259000,259000,249900,265000,274000,265000,274900,270500,259900,269000,269000,270750,289000,289000,279500,273700,275000,270750,267000,264950,267000,265000,259000,264950,268000,260000,268000,268500,272500,279000,278327,275000,274250,277000,285000,289000,277000,275000,295000,299000,299000,295000,297750,298000,299000,299250,299000,299949.5,296000,295000,295000,302500,325000,325000,329000,323000
"Snyder","PA","Selinsgrove","42","109",1158,167000,165900,164900,159900,167450,175000,177450,179900,180950,179900,169950,172500,164900,149900,149900,149949.5,159900,157400,159900,149900,149900,168900,157450,149900,149500,159900,179000,194900,176500,184250,179900,176950,161000,179000,171200,169500,177500,167200,169900,199900,202450,204900,204900,199900,187950,189900,189900,186800,176700,179900,169000,169900,169900,185000,168900,169000,169900,169900,167900,167900,163900,163900,164950,162900,164400,169900,174900,181900,179900,186200,179900,179900,174400,180000,180000,179900,188250,188250,189000,196200,189000,184900,189900,189000,185000,185900,179900,188030,185900,194900,197408,197408
"Murray","GA","Dalton","13","213",1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109900,109900,112450,112400,118900,119900,114900,115400,114900,119000,119900,119000,119250,119900,119900,119900,129900,128700,119900,119900,119900,119900,119900,122900,119900,119900,111950,118900,119900,119900,125000,127450,124900,124900,122900,123900,125000,125900,125400,129900,129900,129900,129900,135400,148500,149900,150975
"Natchitoches","LA","Natchitoches","22","069",1160,,,,,,,,,,,,,,,,,,,,,,,,,,,160000,169950,149900,163250,159950,163750,163500,168000,171200,177000,179000,184450,167500,163500,164500,158500,163750,167000,169500,159000,154900,157000,159000,158500,155000,149900,159000,162000,159950,159950,164500,175000,171200,169000,149900,149250,156000,175000,179000,173750,171000,167100,180000,169500,169000,169500,180000,168050,165750,184750,193950,198500,183500,177500,183500,189900,176950,172449.5,177000,185950,180000,184200,180000,175000,175000,174900
"Franklin","IL",,"17","055",1161,57450,59900,56450,60000,67950,60000,64900,68000,69900,67950,69900,69900,69900,69900,65500,59900,59900,64500,60000,68000,69500,65000,64950,65000,64900,65000,69000,69900,69900,69900,69900,69900,67200,69900,68000,63900,65000,67000,66950,69900,69900,68000,65000,69500,69900,67700,67000,65000,66450,69000,69000,68950,69000,68000,68500,67500,67000,67500,68000,67900,65900,64900,67900,69900,79900,79900,79700,79900,83500,79500,79000,72000,69900,69900,74500,69900,72250,69900,69900,68000,66700,65450,65000,65000,67700,65000,65000,69000,69900,71900,73900,69900
"Person","NC","Durham","37","145",1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215500,196750,185000,194000,199000,194750,199900,179500,179000,178500,175000,184500,194325,179950,194900,191750,189400,204900,189400,177750,179000,174500,170500,186750,190750,199000,199900,194900,215400,189900
"Floyd","KY",,"21","071",1163,,,,,,,,,,,,,,,,,,109700,109500,99700,104700,109500,119900,124900,119950,117000,117200,125000,125000,135450,135900,136900,139200,135400,134900,139500,129750,124700,124950,139000,136950,137000,139000,139000,138000,135000,129700,123900,119900,119000,119000,119250,114900,114950,119250,115000,112500,119000,119700,112500,110000,110000,110000,105000,109000,110000,109950,112250,114950,115000,119000,118750,117900,116450,115000,119000,124950,124900,127000,130950,129900,133700,138000,120200,127000,123750,127000,130500,134000,118950,115000,119950
"Marion","IL","Centralia","17","121",1164,84250,85500,99900,102450,94500,89900,79900,81500,82500,84500,84700,82500,79900,77700,76900,79900,77500,79900,76900,74900,76900,74250,69900,75000,74000,76872,75000,79900,74900,76250,81450,84900,86750,84900,84900,79900,79900,79500,79900,80000,81250,84900,84900,80500,79900,79900,74900,69900,74500,75000,78200,74900,75000,78500,79900,79900,79000,79450,77700,79000,79900,78000,77750,84900,89900,82500,77900,79900,79900,79900,84900,82500,84450,79900,84900,85900,94450,88000,89900,85000,80000,81000,83750,83000,82000,84950,89450,89900,89900,86250,87750,79500
"Essex","NY",,"36","031",1165,239450,239000,234000,239000,249000,249900,259000,240950,239000,239000,229000,229000,220000,199900,229900,235000,229900,229000,225000,225900,225450,219000,215000,210000,217000,198250,199000,199000,208250,215000,225900,225000,219000,243950,249900,234900,224500,209000,199000,199000,199900,219000,225000,215000,208950,225000,199900,195000,199000,199000,195000,189700,195000,194500,189900,194500,193100,199000,195000,199000,189000,188700,199000,189000,219000,204800,199000,219000,204800,215000,209000,199000,197500,189000,187000,185000,199250,205000,215000,202450,2e+05,194950,190950,189000,189000,185000,180000,179000,189500,199000,204000,199000
"Harrison","IN","Louisville/Jefferson County","18","061",1166,139900,140000,140950,149000,140950,143500,147900,149900,143680,140700,139900,149000,139900,141900,138750,139900,139900,138000,139900,138900,138950,139900,139900,130000,129900,124900,124900,129900,129949.5,139400,130950,124900,126900,124500,130954.5,129450,128900,129900,131000,139000,138850,129900,129900,126450,125000,124900,119900,124900,123900,134900,132000,129000,136200,137000,128700,134900,124900,120000,120000,120000,120450,124900,125000,129900,132900,129900,129900,135000,129900,129900,127700,125000,129900,119200,123450,139900,132900,139900,139900,139900,151700,154900,155000,159400,149900,152400,139900,159400,153700,149900,154900,164900
"Upshur","TX","Longview","48","459",1167,145900,139900,135000,139900,153000,159500,157990,159900,162400,159900,164000,152400,149900,149900,139900,139000,145000,154900,147200,149900,154900,149700,150000,149900,142900,139900,139900,139900,139900,139900,139900,145000,139900,145900,144900,145000,139900,144500,149000,141950,139900,139900,140211.5,141711.5,145000,149000,139000,137900,140900,159000,159900,164900,165495,169900,173400,174400,172900,172500,159900,159900,159900,170950,164900,164900,164900,164900,157250,162400,184700,179450,182450,179000,174900,169900,167900,159900,159900,174900,175000,174950,169900,169450,164900,169000,155000,150000,149900,164450,159900,158000,163500,164900
"Nez Perce","ID","Lewiston","16","069",1168,179900,179000,179949.5,179900,179900,179300,186200,188450,185000,184900,179500,169900,174950,169000,167500,167949.5,169900,169428,170000,175000,175000,174950,165000,168000,168000,169700,171890,164900,165000,164900,152000,159900,157700,157850,169900,169900,169950,174900,173750,179000,187500,187750,185000,189000,192400,189250,181250,189500,179900,179700,183950,189000,185000,189950,196650,191450,196900,192500,189900,184750,185000,185000,199900,199500,199900,209250,199150,199000,209500,209500,199000,199900,211750,216300,218950,214450,219000,219900,224950,229000,227450,219900,219900,211450,209000,212900,215000,220000,224900,230250,231700,228200
